貼文內容,情緒分數
#武汉肺炎##武汉新型冠状病毒感染肺炎防控专题# 武汉“万家宴”社区百步亭确诊多例新冠肺炎 经济观察报EEO视频的微博视频 ,0.00040809598704327765
封印日记#武汉##武汉肺炎##街舞# 武汉·水域天际 Super-藥的微博视频 ,0.00029468390253295507
今天又被谣言惊了一把，跑超市抢购一翻食品。出来时，徐东平价要关门了，门口保安还说：今天人明显比前几天多不少啊。哎！一周不出门没问题了。晚上看到辟谣了，真添乱。哎就当提前采购了。#武汉肺炎# 武汉·火车头体育场 ,0.00028806117671709153
传染病 传染病 #传染病学专家表示疫情已刻不容缓# #新型冠状病毒肺炎纳入法定传染病# #武汉肺炎# ,0.00026585009818236305
闺蜜的奶奶，求床位！！肺炎患者求助超话 #武汉肺炎# #新型冠状病毒# #全国确诊新型肺炎病例#,0.00023832326318684594
原来我们所知道的并不代表武汉真实的状况#武汉肺炎# 肺炎患者求助超话,0.00023103812043145933
#武汉肺炎# 吃野味的东西为什么要全国人民来陪葬？看着新闻里报道的一线工作人员和无辜的甲乙丙丁  谁要为这些负责？不知道吃蝙蝠的人现在在九泉之下什么打算   不是地域黑  是他们给武汉招黑  现在还有不法市场胡作非为  你们挣黑心钱有那个命花吗好好想想😊 ,0.00017665138509004308
有没有武汉保利蓝海郡的人帮忙 猫快饿死了 物业死也不让开锁的人进 快帮帮忙吧#武汉##武汉肺炎##猫##动物保护# 十堰 ,0.000165520297441768
菲律宾成功击退新型冠状病毒#武汉肺炎# 武汉 ,0.00015442316306191195
上一次151路全线换汽车应该还是十纵十横大关路线网改造期间 抽290混动来临时代班 也就一晚上，而这次持续时间预计会空前的长 足以见得#武汉肺炎# 严重性 ,0.0001446608588008269
肺炎患者求助超话#肺炎患者求助超话#肺炎患者求助超话肺炎患者求助超话 【求助帖】发帖人是我的大学同学！！求大家帮忙转发！！紧急求助！！！#新型冠状病毒肺炎##武汉肺炎#父亲确诊后去世，母亲感染急需医院床位！求帮扩！所在社区：武汉市汉阳区十里铺十里和府联系人：陈雨薇18328 ...全文,6.589198683726316e-05
#武汉肺炎# 武汉加油！✌🏻早上用Procreate画的🤪新手画得不好略表心意大佬勿喷😂武汉加油！💪🏻 武汉 ,6.433706148478713e-05
【沒談武漢肺炎衰遭陸網友譙 賈靜雯打點滴發聲了】网页链接#武汉肺炎# 肆虐，許多明星跟著宣導防疫或發文關心疫情，但女星#贾静雯# 卻因沒發聲慘遭大陸網友圍剿，而她今（4日）終於PO文，並驚曝已生病失聲3天，無奈透露心聲。 ,6.178117965982555e-05
我同事发的，他们物业用excel做表，拉出来个105消毒液#武汉肺炎##抗疫行动# 杭州 ,6.13547584348284e-05
#武汉肺炎# 门前有高架，站在阳台上，要是放在以前，车满为患，最近武汉肺炎太过严重，然后就有了图上的画面，好几分钟都看不到一辆车。这场肺炎影响太了，大到整个城市，整个国家差不多都停止了运转。本来春节计划着回老婆家的，然后就只能一直蜗居在家里。这个春节只出门了3次，主要是去买菜。希望这 ...全文,4.421312320213033e-05
#武汉肺炎# 是不是这个理#武汉新型冠状病毒感染肺炎防控专题#,3.69132862173549e-05
东部战区总院呼吸科权威专家宋勇的回答㊙️ 新冠病毒科学问答⭕ 1.新冠状病毒在普通环境中能存活多久？✅ 答：病毒只能存活于生物体细胞内，室温情况下基本不能存活。#抗击新型肺炎第一线##武汉肺炎##嘉兴身边事# ⭕ 2.专家说，这个病毒在56℃水中30分钟灭活。100℃开水中，多久灭活？✅ 答：病 ...全文,3.6130050761862265e-05
#武汉我想对你说# 事已至此，真不知道该对武汉说什么好有病治病，没病就老老实实在家呆着吧，别再往外跑了，弄得全国各地、世界多国都有#武汉肺炎# 病毒…… ,3.556217293809727e-05
肺炎患者求助超话#武汉肺炎# 大家可以进超话看看求助信息 帮忙转发 ,3.333333539745631e-05
【泰国试管婴儿顾问艾米正式上班】#泰国试管婴儿服务# 📣📣通知因有客户在女方进入疗程后，男方在国内接触了武汉亲戚后被隔离，导致不能顺利完成整个流程 所以在此通知#武汉肺炎# ⚠️⚠️⚠️已签约客户，如果您近期有武汉史，包括接触了有武汉史的人，或是正在隔离中，麻烦请您告知我们，会给 ...全文,2.977122049319103e-05
超话看了人很揪心，尽一己之力，转发给需要的人#武汉肺炎#肺炎患者求助超话#肺炎患者求助超话# 注：以下转自人民网公众号信息：守望相助，共抗疫情！人民网“人民好医生”客户端为感染新型冠状病毒的求助者提供协助。各位朋友，请您将您了解到的确诊、疑似、密切接触者以及无法排除的发热者， ...全文,2.8011126858684676e-05
#武汉肺炎# 12.31上了一下热搜，就跟我妈说了，之后热搜没了，然后就有说不会人传人…其实这一切都可以不这么糟的Wh加油 ,2.0218877437527816e-05
#武汉肺炎# 事实是目前确诊人数只包括能被确诊的人，而没有核酸检测试剂的人和在家死掉的人当然没有算在确诊人数里面。在家隔离的传染风险更大 ,1.4486947075176282e-05
武汉超话 断章取义整笑咯 只骂这人朋友和和他一类的人只骂骗自己 和两面三刀的人哦  哈哈哈 我给武汉捐了1000 骂我的人干了啥？@Upsetin- #武汉##武汉肺炎# @Upsetin- @屈屈酱  和你好好说 转头就骂我 哈哈哈 ,1.301421941124481e-05
减少交叉感染“会易通”助力疫情防控#自贡快播报# #自贡身边事# #武汉肺炎# #武汉加油# 自贡市广播电视台的微博视频 ,1.2710849226826859e-05
下楼买菜的我虽然雨衣可能没用，但心理作用还是要有的还想着年后回家，等到武汉穿短袖了再飞回来，谁曾想大概又要把长袖的日子过完我才回的去了冷 武汉超话#武汉肺炎# 武汉·后湖 ,8.496143027225678e-06
消毒液或者洗涤灵过敏，可能是活儿干多了#武汉肺炎# ,7.680899627549032e-06
【獨／郁方攜全家赴柬埔寨當國際志工 3個孩子對物價超有感】网页链接#郁方# 與老公陳昱羲近日帶3個小孩飛#柬埔寨# 擔任5天國際志工，她坦言出發前，因#武汉肺炎# 疫情緊張，朋友紛紛勸退，但夫妻兩人考慮該國只有接近曼谷的邊境處出現一例，加上早已備妥N95口罩，所以仍把握機會，帶孩子 ...全文,7.1379891497524994e-06
【深圳确诊数据下降】截至2月4日24时，深圳累计报告新型冠状病毒感染的肺炎确诊病例289例。2月4日当天全市新增确诊病例20例。#最新疫情地图##武汉肺炎# ,6.97817253003663e-06
#全民口罩行动##武汉肺炎# 发热的人从哪里来不太好控制，但发热的人却能截流在场所、社区！武汉肺炎防控逆向思维：进场所、社区要量测体温，离开时不用检测体温。场所、社区内发热后没有专业人员陪护的情况下，发热的个体潜在病患就成了一个极大的不可控的传染源。所以，现在应该实行双向出行与进入全 ...全文,4.382915036127422e-06
#武汉加油# #新型冠状病毒# #全国确诊新型肺炎病例# #抗击新型肺炎第一线# 肺炎患者求助超话 #武汉肺炎#,3.578367812395733e-06
新款移动自主消毒机器人🤖消毒机器人适用于：隔离室、传染病房、手术室、诊疗室、换药房、负压病房、发热门诊、科研所、实验室、学校、大型企事业单位、工厂等[抱拳]消毒后无残留、彻底杀死病毒，无二次污染愿疫情早日结束#消毒##机器人##萌货机器人##武汉肺炎# ,2.717466953572334e-06
先是馋疯了 现在要饿死了。。。之前勉勉强强下趟楼都胆战心惊 因同单元楼有一例确诊 现在房门都不敢出。。。今天手机权限弄好 就要开始在家办公。。。怎么办还要多少小时是个头#武汉肺炎# 武汉 ,2.669598302862397e-06
#女子拒接受防疫检查骂人吐口水# 现在女人👩戾气太重女网友更是这样，#武汉肺炎# 疫情之前，网上骂人的基本上都是女人👩 ,1.4827910537196232e-06
先不说此文作者数学可能是体育老师教的，一个医用口罩最长4小时即弃！上班的话一天8小时也就两个！一户算两个人上班1天就没了！一户领5个基本是杯水车薪而且只能预约一次，更搞笑的是这次预约时间跨度长达9天（2月2号-11日）下一次预约也不知道什么时候，也就是说9天甚至更长的时间里，一 ...全文,1.3734197223946865e-06
什么是风寒感冒与风热感冒？一、 风寒感冒：表现为“怕冷明显、发热轻、无汗、头痛身痛、鼻塞流清涕、咳嗽吐稀白痰、口不渴或渴喜热饮、苔薄白“。二、 风热感冒：表现为“发热重、微怕风、头胀痛、有汗、咽喉红肿疼痛、咳嗽、痰黏或黄、鼻塞黄涕、扁桃体容易红肿、口渴喜饮、舌尖边红、苔薄白微黄 ...全文,9.812171153367188e-07
"#武汉肺炎# 请那些出现确诊病例超过10例的县级行政区在确诊人员附近设立流动发热门诊,方便就近就诊.也请湖北省立刻征用宿舍或者教室作为发热患者隔离安置点,不能因为没有测试而不作为,现在个人防疫物品极其紧缺而且短时间内也不太可能缓解,让大量发热病人在这样的条件下自我回家治疗无助于控制疫情  ...全文",9.20990226971341e-07
汕头超话#武汉肺炎#讲个冷笑话：云南大理卫生部门征用了重庆防控组通过顺丰快递的救灾物资。 ,7.035077387307354e-07
#坚决查处疫情防控中失职渎职##武汉的冷处理导致疫情泛滥# @永远的华西 【武汉的问题出在哪里? －议疫情风暴中的CDC和传媒】#武汉医生称疫情刚开始整个不让说# 原创作者：张文刚  相对于SARS，这次#武汉肺炎#防治在开始阶段应该说有明显进步，从2019年12月8日发现第一例，12月中旬获得病毒样本并传至CD ...全文,2.0890282026453377e-07
【进货价仅6分钱 几百万只假“飘安”口罩销往全国多地】作死哦！#伪劣口罩##飘安口罩##武汉肺炎##新型肺炎##新型冠状病毒感染的肺炎# 进货价仅6分钱 几百万只假“飘安”口罩销往全国多地 ,1.3887758631980773e-07
#武汉肺炎# #全民口罩行动# #体温检测# #逆向思维# 进社区要量测体温，但离开社区的却不用检测体温，那在社区内发热后在没有专业人员陪护的情况下，已经发热的个体潜在病患就成了一个极大的不可控的危险，所以，现在国内应该实行出行全员体温检测！控制发热个体，不能让疑似发热的个体在路上,3.414306470883588e-08
肺炎超话#武汉患者就医实情# @凤凰网视频 【患者亲述：#武汉邻市鄂州物资告急# 救护车不敢送肺炎患者】#武汉肺炎##武汉封城##鄂州封城# 近日湖北鄂州一女士在网上求助，称家里的姐姐、姐夫均感染#新冠肺炎#，但医院防护物资不足，无法送诊。据了解，鄂州紧邻武汉，人口100万，是继武汉之后第二个封 ...全文,3.234098600035651e-08
肺炎超话#比利时新型肺炎疫情# @梨视频 【#比利时确诊首例新冠病毒肺炎患者#：#从武汉撤侨#人员，暂无症状】#欧洲新型肺炎疫情# #武汉肺炎# 据路透社报道，比利时卫生部4日表示，2月2日从中国武汉撤离的9名比利时人中，1人#新冠病毒#检测呈阳性，其余8人检测结果呈阴性。比利时未公布确诊病人的详 ...全文,1.9134502871054337e-09
转🙏🙏🙏肺炎患者求助超话#肺炎患者求助超话# #抗击肺炎求助# #肺炎患者求助# #武汉肺炎#,8.938338957875658e-10
